timestamp,sensor_id,sensor_type,sensor_value,location,alert
04-03-2025 06:57,S34,camera,TRIGGERED,garage,normal
04-03-2025 06:58,S36,temperature,15,living_room,normal
04-03-2025 06:59,S1,motion,OFF,bathroom,normal
04-03-2025 07:00,S5,window,OPEN,bedroom,normal
04-03-2025 07:02,S43,window,OPEN,front_door,normal
04-03-2025 07:04,S24,camera,TRIGGERED,bedroom,normal
04-03-2025 07:04,S40,motion,OFF,bedroom,normal
04-03-2025 07:05,S49,temperature,23,front_door,normal
04-03-2025 07:05,S21,door,CLOSED,living_room,normal
04-03-2025 07:05,S40,temperature,21,bedroom,normal
04-03-2025 07:05,S48,window,OPEN,garage,normal
04-03-2025 07:06,S33,camera,IDLE,bedroom,normal
04-03-2025 07:07,S4,door,OPEN,garage,normal
04-03-2025 07:08,S10,temperature,25,bathroom,normal
04-03-2025 07:09,S17,door,CLOSED,bathroom,normal
04-03-2025 07:10,S7,camera,TRIGGERED,backyard,normal
04-03-2025 07:10,S42,temperature,19,bathroom,normal
04-03-2025 07:11,S47,door,CLOSED,backyard,normal
04-03-2025 07:11,S25,glass_break,NONE,garage,normal
04-03-2025 07:12,S31,window,CLOSED,bathroom,normal
04-03-2025 07:15,S8,camera,IDLE,front_door,normal
04-03-2025 07:15,S20,glass_break,NONE,backyard,normal
04-03-2025 07:18,S11,camera,TRIGGERED,bedroom,normal
04-03-2025 07:18,S15,camera,IDLE,garage,normal
04-03-2025 07:19,S46,glass_break,DETECTED,garage,anomaly
04-03-2025 07:21,S27,door,OPEN,backyard,normal
04-03-2025 07:21,S43,glass_break,NONE,living_room,normal
04-03-2025 07:22,S36,camera,TRIGGERED,bathroom,normal
04-03-2025 07:22,S48,glass_break,NONE,kitchen,normal
04-03-2025 07:22,S5,door,OPEN,bathroom,normal
04-03-2025 07:26,S42,window,CLOSED,front_door,normal
04-03-2025 07:26,S48,window,OPEN,front_door,normal
04-03-2025 07:27,S10,door,CLOSED,living_room,normal
04-03-2025 07:28,S8,glass_break,DETECTED,kitchen,anomaly
04-03-2025 07:29,S9,temperature,30,garage,normal
04-03-2025 07:29,S10,camera,IDLE,bathroom,normal
04-03-2025 07:29,S27,temperature,17,garage,normal
04-03-2025 07:31,S28,window,CLOSED,garage,normal
04-03-2025 07:32,S30,window,OPEN,bathroom,normal
04-03-2025 07:35,S48,door,CLOSED,backyard,normal
04-03-2025 07:36,S7,camera,TRIGGERED,bathroom,normal
04-03-2025 07:36,S16,glass_break,NONE,bedroom,normal
04-03-2025 07:36,S33,window,OPEN,backyard,normal
04-03-2025 07:36,S46,temperature,19,living_room,normal
04-03-2025 07:40,S49,window,OPEN,bedroom,normal
04-03-2025 07:41,S32,glass_break,NONE,backyard,normal
04-03-2025 07:42,S22,window,CLOSED,garage,normal
04-03-2025 07:47,S30,camera,TRIGGERED,front_door,normal
04-03-2025 07:48,S50,glass_break,NONE,garage,normal
04-03-2025 07:49,S49,window,OPEN,front_door,normal
04-03-2025 07:49,S48,door,OPEN,kitchen,normal
04-03-2025 07:50,S46,window,OPEN,garage,normal
04-03-2025 07:50,S28,motion,OFF,bathroom,normal
04-03-2025 07:50,S7,motion,OFF,garage,normal
04-03-2025 07:50,S49,motion,OFF,front_door,normal
04-03-2025 07:53,S7,glass_break,NONE,living_room,normal
04-03-2025 07:58,S18,motion,OFF,living_room,normal
04-03-2025 07:58,S41,motion,OFF,garage,normal
04-03-2025 07:59,S9,window,OPEN,front_door,normal
04-03-2025 08:00,S7,glass_break,DETECTED,kitchen,anomaly
04-03-2025 08:02,S35,glass_break,NONE,kitchen,normal
04-03-2025 08:04,S27,motion,OFF,bathroom,normal
04-03-2025 08:04,S20,camera,TRIGGERED,bathroom,normal
04-03-2025 08:05,S23,camera,IDLE,garage,normal
04-03-2025 08:06,S10,glass_break,NONE,front_door,normal
04-03-2025 08:07,S47,temperature,26,bathroom,normal
04-03-2025 08:08,S46,camera,TRIGGERED,garage,normal
04-03-2025 08:08,S15,window,CLOSED,garage,normal
04-03-2025 08:09,S31,temperature,22,bedroom,normal
04-03-2025 08:09,S40,glass_break,DETECTED,bedroom,anomaly
04-03-2025 08:11,S45,camera,IDLE,garage,normal
04-03-2025 08:12,S2,motion,OFF,backyard,normal
04-03-2025 08:12,S19,motion,ON,kitchen,normal
04-03-2025 08:13,S37,glass_break,NONE,garage,normal
04-03-2025 08:13,S37,camera,IDLE,backyard,normal
04-03-2025 08:14,S10,glass_break,NONE,bathroom,normal
04-03-2025 08:14,S46,temperature,25,front_door,normal
04-03-2025 08:14,S22,temperature,25,garage,normal
04-03-2025 08:14,S27,door,OPEN,backyard,normal
04-03-2025 08:15,S7,motion,ON,backyard,normal
04-03-2025 08:17,S29,motion,ON,front_door,normal
04-03-2025 08:20,S31,glass_break,DETECTED,garage,anomaly
04-03-2025 08:22,S3,window,OPEN,bathroom,normal
04-03-2025 08:25,S1,camera,IDLE,garage,normal
04-03-2025 08:27,S23,temperature,18,backyard,normal
04-03-2025 08:27,S15,window,CLOSED,bedroom,normal
04-03-2025 08:27,S44,window,OPEN,kitchen,normal
04-03-2025 08:29,S16,camera,IDLE,kitchen,normal
04-03-2025 08:29,S48,camera,IDLE,living_room,normal
04-03-2025 08:29,S33,window,OPEN,front_door,normal
04-03-2025 08:30,S32,temperature,24,backyard,normal
04-03-2025 08:32,S43,door,OPEN,bedroom,normal
04-03-2025 08:32,S30,window,OPEN,backyard,normal
04-03-2025 08:33,S42,camera,IDLE,front_door,normal
04-03-2025 08:34,S29,camera,IDLE,garage,normal
04-03-2025 08:34,S12,temperature,26,bedroom,normal
04-03-2025 08:36,S23,window,OPEN,garage,normal
04-03-2025 08:37,S21,door,CLOSED,garage,normal
04-03-2025 08:39,S33,door,CLOSED,living_room,normal
04-03-2025 08:39,S4,door,CLOSED,garage,normal
04-03-2025 08:42,S1,glass_break,DETECTED,living_room,anomaly
04-03-2025 08:43,S12,window,CLOSED,bathroom,normal
04-03-2025 08:45,S32,window,CLOSED,living_room,normal
04-03-2025 08:45,S9,window,OPEN,kitchen,normal
04-03-2025 08:45,S11,glass_break,NONE,bedroom,normal
04-03-2025 08:46,S18,motion,ON,backyard,normal
04-03-2025 08:46,S49,camera,IDLE,front_door,normal
04-03-2025 08:48,S19,glass_break,NONE,front_door,normal
04-03-2025 08:49,S35,temperature,27,bathroom,normal
04-03-2025 08:49,S16,window,CLOSED,living_room,normal
04-03-2025 08:49,S26,motion,ON,front_door,normal
04-03-2025 08:50,S28,motion,ON,bathroom,normal
04-03-2025 08:50,S4,motion,OFF,kitchen,normal
04-03-2025 08:51,S32,glass_break,NONE,living_room,normal
04-03-2025 08:51,S36,door,OPEN,bedroom,normal
04-03-2025 08:53,S42,motion,ON,bathroom,normal
04-03-2025 08:56,S43,motion,ON,bedroom,normal
04-03-2025 08:58,S25,camera,IDLE,bathroom,normal
04-03-2025 09:00,S24,glass_break,NONE,backyard,normal
04-03-2025 09:06,S6,camera,TRIGGERED,front_door,normal
04-03-2025 09:07,S25,camera,IDLE,bathroom,normal
04-03-2025 09:07,S31,camera,TRIGGERED,bedroom,normal
04-03-2025 09:08,S32,camera,TRIGGERED,bathroom,normal
04-03-2025 09:10,S22,camera,IDLE,backyard,normal
04-03-2025 09:10,S17,temperature,28,bathroom,normal
04-03-2025 09:12,S29,temperature,15,living_room,normal
04-03-2025 09:13,S21,window,CLOSED,garage,normal
04-03-2025 09:13,S20,camera,TRIGGERED,front_door,normal
04-03-2025 09:13,S45,door,CLOSED,bathroom,normal
04-03-2025 09:18,S21,camera,IDLE,kitchen,normal
04-03-2025 09:19,S42,window,CLOSED,living_room,normal
04-03-2025 09:19,S15,motion,ON,garage,normal
04-03-2025 09:22,S29,glass_break,DETECTED,living_room,anomaly
04-03-2025 09:22,S31,motion,OFF,bathroom,normal
04-03-2025 09:22,S19,window,CLOSED,front_door,normal
04-03-2025 09:23,S10,door,CLOSED,backyard,normal
04-03-2025 09:24,S39,camera,IDLE,bathroom,normal
04-03-2025 09:24,S24,window,CLOSED,front_door,normal
04-03-2025 09:25,S42,door,CLOSED,living_room,normal
04-03-2025 09:25,S10,glass_break,DETECTED,living_room,anomaly
04-03-2025 09:27,S2,door,OPEN,living_room,normal
04-03-2025 09:28,S45,glass_break,DETECTED,bedroom,anomaly
04-03-2025 09:28,S27,camera,IDLE,bathroom,normal
04-03-2025 09:30,S21,glass_break,DETECTED,garage,anomaly
04-03-2025 09:30,S47,camera,TRIGGERED,front_door,normal
04-03-2025 09:30,S26,window,CLOSED,backyard,normal
04-03-2025 09:32,S46,door,OPEN,bathroom,normal
04-03-2025 09:33,S29,motion,ON,living_room,normal
04-03-2025 09:34,S33,camera,TRIGGERED,kitchen,normal
04-03-2025 09:34,S44,motion,OFF,backyard,normal
04-03-2025 09:35,S46,camera,TRIGGERED,living_room,normal
04-03-2025 09:38,S5,door,OPEN,bedroom,normal
04-03-2025 09:39,S22,window,OPEN,bedroom,normal
04-03-2025 09:39,S11,door,OPEN,garage,normal
04-03-2025 09:41,S21,glass_break,DETECTED,bedroom,anomaly
04-03-2025 09:41,S37,motion,ON,bathroom,normal
04-03-2025 09:41,S50,window,CLOSED,bathroom,normal
04-03-2025 09:43,S42,glass_break,DETECTED,kitchen,anomaly
04-03-2025 09:44,S39,glass_break,DETECTED,kitchen,anomaly
04-03-2025 09:48,S10,glass_break,NONE,bathroom,normal
04-03-2025 09:49,S7,camera,TRIGGERED,front_door,normal
04-03-2025 09:49,S22,motion,ON,garage,normal
04-03-2025 09:51,S29,glass_break,NONE,bedroom,normal
04-03-2025 09:56,S11,camera,IDLE,living_room,normal
04-03-2025 09:57,S41,glass_break,NONE,backyard,normal
04-03-2025 09:57,S32,camera,TRIGGERED,bedroom,normal
04-03-2025 09:59,S49,motion,ON,living_room,normal
04-03-2025 10:00,S47,glass_break,NONE,front_door,normal
04-03-2025 10:04,S29,window,OPEN,living_room,normal
04-03-2025 10:04,S32,temperature,16,garage,normal
04-03-2025 10:05,S15,glass_break,DETECTED,living_room,anomaly
04-03-2025 10:06,S16,glass_break,NONE,backyard,normal
04-03-2025 10:06,S7,camera,IDLE,kitchen,normal
04-03-2025 10:09,S3,motion,OFF,front_door,normal
04-03-2025 10:09,S5,window,OPEN,bathroom,normal
04-03-2025 10:12,S26,window,OPEN,backyard,normal
04-03-2025 10:14,S16,window,OPEN,backyard,normal
04-03-2025 10:14,S12,door,CLOSED,front_door,normal
04-03-2025 10:15,S18,glass_break,DETECTED,bathroom,anomaly
04-03-2025 10:15,S31,window,OPEN,backyard,normal
04-03-2025 10:16,S42,window,OPEN,front_door,normal
04-03-2025 10:18,S37,window,OPEN,kitchen,normal
04-03-2025 10:20,S20,glass_break,NONE,garage,normal
04-03-2025 10:21,S3,glass_break,NONE,front_door,normal
04-03-2025 10:24,S31,glass_break,DETECTED,living_room,anomaly
04-03-2025 10:25,S47,window,OPEN,front_door,normal
04-03-2025 10:27,S12,motion,ON,garage,normal
04-03-2025 10:29,S43,temperature,20,bedroom,normal
04-03-2025 10:30,S12,camera,IDLE,bathroom,normal
04-03-2025 10:30,S1,motion,ON,bathroom,normal
04-03-2025 10:30,S40,motion,ON,garage,normal
04-03-2025 10:32,S44,door,OPEN,bathroom,normal
04-03-2025 10:32,S36,temperature,30,bedroom,normal
04-03-2025 10:35,S22,door,CLOSED,kitchen,normal
04-03-2025 10:36,S31,camera,TRIGGERED,front_door,normal
04-03-2025 10:37,S46,temperature,17,bedroom,normal
04-03-2025 10:37,S6,motion,OFF,front_door,normal
04-03-2025 10:37,S4,glass_break,DETECTED,garage,anomaly
04-03-2025 10:38,S30,temperature,25,backyard,normal
04-03-2025 10:39,S25,door,CLOSED,bathroom,normal
04-03-2025 10:40,S25,door,OPEN,living_room,normal
04-03-2025 10:40,S24,glass_break,NONE,living_room,normal
04-03-2025 10:41,S33,window,OPEN,bedroom,normal
04-03-2025 10:41,S24,temperature,25,bedroom,normal
04-03-2025 10:41,S30,motion,ON,bedroom,normal
04-03-2025 10:41,S15,door,OPEN,front_door,normal
04-03-2025 10:42,S35,temperature,24,front_door,normal
04-03-2025 10:45,S15,window,OPEN,kitchen,normal
04-03-2025 10:45,S29,camera,IDLE,living_room,normal
04-03-2025 10:45,S12,camera,IDLE,kitchen,normal
04-03-2025 10:48,S12,door,CLOSED,backyard,normal
04-03-2025 10:48,S16,motion,ON,garage,normal
04-03-2025 10:49,S39,glass_break,NONE,front_door,normal
04-03-2025 10:49,S19,motion,ON,living_room,normal
04-03-2025 10:49,S16,window,OPEN,bathroom,normal
04-03-2025 10:50,S27,door,CLOSED,backyard,normal
04-03-2025 10:51,S18,camera,IDLE,kitchen,normal
04-03-2025 10:52,S28,camera,TRIGGERED,bathroom,normal
04-03-2025 10:53,S19,camera,TRIGGERED,bedroom,normal
04-03-2025 10:56,S23,glass_break,DETECTED,bathroom,anomaly
04-03-2025 10:58,S37,camera,IDLE,bedroom,normal
04-03-2025 10:59,S13,glass_break,NONE,backyard,normal
04-03-2025 11:00,S37,glass_break,NONE,kitchen,normal
04-03-2025 11:00,S50,motion,ON,front_door,normal
04-03-2025 11:01,S7,glass_break,NONE,bedroom,normal
04-03-2025 11:03,S32,camera,IDLE,garage,normal
04-03-2025 11:04,S50,window,CLOSED,bedroom,normal
04-03-2025 11:05,S1,window,OPEN,living_room,normal
04-03-2025 11:07,S38,temperature,15,bathroom,normal
04-03-2025 11:07,S24,temperature,27,front_door,normal
04-03-2025 11:08,S11,motion,OFF,backyard,normal
04-03-2025 11:11,S22,window,OPEN,garage,normal
04-03-2025 11:12,S30,door,OPEN,backyard,normal
04-03-2025 11:13,S44,door,OPEN,living_room,normal
04-03-2025 11:14,S37,glass_break,DETECTED,kitchen,anomaly
04-03-2025 11:14,S11,camera,TRIGGERED,garage,normal
04-03-2025 11:16,S21,window,OPEN,kitchen,normal
04-03-2025 11:17,S41,camera,IDLE,kitchen,normal
04-03-2025 11:17,S37,glass_break,DETECTED,garage,anomaly
04-03-2025 11:19,S21,motion,OFF,backyard,normal
04-03-2025 11:21,S26,camera,IDLE,garage,normal
04-03-2025 11:22,S26,glass_break,NONE,garage,normal
04-03-2025 11:23,S43,glass_break,DETECTED,backyard,anomaly
04-03-2025 11:24,S44,camera,IDLE,bathroom,normal
04-03-2025 11:26,S23,camera,IDLE,bedroom,normal
04-03-2025 11:29,S49,window,OPEN,kitchen,normal
04-03-2025 11:32,S2,door,CLOSED,kitchen,normal
04-03-2025 11:33,S32,window,CLOSED,bedroom,normal
04-03-2025 11:33,S30,door,OPEN,bathroom,normal
04-03-2025 11:34,S45,glass_break,NONE,front_door,normal
04-03-2025 11:36,S26,motion,OFF,kitchen,normal
04-03-2025 11:38,S12,motion,OFF,garage,normal
04-03-2025 11:38,S3,window,OPEN,bathroom,normal
04-03-2025 11:38,S40,camera,IDLE,garage,normal
04-03-2025 11:39,S43,glass_break,DETECTED,bedroom,anomaly
04-03-2025 11:41,S38,window,CLOSED,garage,normal
04-03-2025 11:41,S8,door,OPEN,backyard,normal
04-03-2025 11:43,S24,temperature,27,bedroom,normal
04-03-2025 11:45,S36,door,OPEN,bedroom,normal
04-03-2025 11:47,S22,glass_break,NONE,living_room,normal
04-03-2025 11:47,S24,door,OPEN,kitchen,normal
04-03-2025 11:48,S44,temperature,17,living_room,normal
04-03-2025 11:49,S40,camera,TRIGGERED,kitchen,normal
04-03-2025 11:49,S36,temperature,21,bathroom,normal
04-03-2025 11:50,S5,motion,ON,living_room,normal
04-03-2025 11:50,S17,window,OPEN,kitchen,normal
04-03-2025 11:51,S22,glass_break,NONE,backyard,normal
04-03-2025 11:52,S49,glass_break,DETECTED,kitchen,anomaly
04-03-2025 11:54,S44,window,OPEN,bedroom,normal
04-03-2025 11:54,S5,window,OPEN,backyard,normal
04-03-2025 11:56,S23,motion,ON,front_door,normal
04-03-2025 12:00,S25,motion,ON,kitchen,normal
04-03-2025 12:00,S10,camera,IDLE,kitchen,normal
04-03-2025 12:00,S36,temperature,28,front_door,normal
04-03-2025 12:00,S15,window,CLOSED,bathroom,normal
04-03-2025 12:01,S14,door,OPEN,bathroom,normal
04-03-2025 12:01,S17,window,CLOSED,garage,normal
04-03-2025 12:01,S25,temperature,27,bathroom,normal
04-03-2025 12:01,S21,window,OPEN,living_room,normal
04-03-2025 12:02,S42,door,OPEN,bedroom,normal
04-03-2025 12:03,S39,door,OPEN,bedroom,normal
04-03-2025 12:04,S37,motion,ON,bathroom,normal
04-03-2025 12:09,S34,glass_break,NONE,bathroom,normal
04-03-2025 12:10,S11,door,OPEN,front_door,normal
04-03-2025 12:10,S23,glass_break,NONE,front_door,normal
04-03-2025 12:14,S10,camera,TRIGGERED,living_room,normal
04-03-2025 12:14,S1,motion,OFF,bathroom,normal
04-03-2025 12:14,S12,motion,ON,living_room,normal
04-03-2025 12:14,S49,motion,OFF,kitchen,normal
04-03-2025 12:15,S21,temperature,18,bedroom,normal
04-03-2025 12:15,S30,motion,ON,bedroom,normal
04-03-2025 12:18,S46,motion,ON,living_room,normal
04-03-2025 12:18,S23,window,CLOSED,garage,normal
04-03-2025 12:18,S6,glass_break,DETECTED,bathroom,anomaly
04-03-2025 12:18,S48,window,OPEN,backyard,normal
04-03-2025 12:20,S43,glass_break,DETECTED,living_room,anomaly
04-03-2025 12:22,S45,camera,IDLE,bedroom,normal
04-03-2025 12:23,S50,glass_break,DETECTED,backyard,anomaly
04-03-2025 12:27,S16,glass_break,NONE,backyard,normal
04-03-2025 12:28,S23,window,CLOSED,living_room,normal
04-03-2025 12:30,S26,camera,TRIGGERED,bathroom,normal
04-03-2025 12:32,S20,camera,IDLE,kitchen,normal
04-03-2025 12:33,S41,motion,OFF,garage,normal
04-03-2025 12:34,S28,door,OPEN,kitchen,normal
04-03-2025 12:35,S31,door,CLOSED,kitchen,normal
04-03-2025 12:36,S48,camera,TRIGGERED,garage,normal
04-03-2025 12:36,S48,motion,ON,living_room,normal
04-03-2025 12:37,S35,glass_break,NONE,bedroom,normal
04-03-2025 12:37,S27,door,OPEN,backyard,normal
04-03-2025 12:38,S18,glass_break,NONE,bathroom,normal
04-03-2025 12:39,S8,window,CLOSED,bathroom,normal
04-03-2025 12:39,S12,window,CLOSED,front_door,normal
04-03-2025 12:40,S23,temperature,25,garage,normal
04-03-2025 12:40,S30,window,OPEN,bathroom,normal
04-03-2025 12:41,S14,door,OPEN,bathroom,normal
04-03-2025 12:41,S28,door,CLOSED,living_room,normal
04-03-2025 12:47,S4,camera,TRIGGERED,front_door,normal
04-03-2025 12:48,S40,temperature,27,backyard,normal
04-03-2025 12:49,S16,camera,TRIGGERED,backyard,normal
04-03-2025 12:50,S29,motion,ON,bathroom,normal
04-03-2025 12:50,S17,camera,IDLE,living_room,normal
04-03-2025 12:51,S27,window,OPEN,living_room,normal
04-03-2025 12:52,S20,door,CLOSED,backyard,normal
04-03-2025 12:52,S17,door,CLOSED,bathroom,normal
04-03-2025 12:56,S26,camera,TRIGGERED,garage,normal
04-03-2025 12:56,S5,glass_break,NONE,kitchen,normal
04-03-2025 12:57,S23,camera,IDLE,garage,normal
04-03-2025 12:57,S39,window,CLOSED,front_door,normal
04-03-2025 12:58,S24,window,CLOSED,living_room,normal
04-03-2025 12:58,S41,motion,OFF,front_door,normal
04-03-2025 12:59,S8,window,CLOSED,kitchen,normal
04-03-2025 13:00,S2,glass_break,NONE,front_door,normal
04-03-2025 13:02,S10,camera,IDLE,backyard,normal
04-03-2025 13:02,S25,door,CLOSED,garage,normal
04-03-2025 13:03,S4,window,CLOSED,living_room,normal
04-03-2025 13:03,S43,door,OPEN,front_door,normal
04-03-2025 13:05,S22,temperature,28,front_door,normal
04-03-2025 13:07,S13,door,CLOSED,garage,normal
04-03-2025 13:09,S37,temperature,22,backyard,normal
04-03-2025 13:11,S5,glass_break,NONE,front_door,normal
04-03-2025 13:11,S1,motion,OFF,bathroom,normal
04-03-2025 13:13,S21,temperature,21,living_room,normal
04-03-2025 13:13,S13,camera,TRIGGERED,living_room,normal
04-03-2025 13:15,S38,camera,IDLE,backyard,normal
04-03-2025 13:20,S29,door,OPEN,garage,normal
04-03-2025 13:20,S29,window,CLOSED,backyard,normal
04-03-2025 13:21,S38,temperature,15,garage,normal
04-03-2025 13:22,S24,window,CLOSED,backyard,normal
04-03-2025 13:23,S40,glass_break,DETECTED,kitchen,anomaly
04-03-2025 13:23,S32,temperature,16,bedroom,normal
04-03-2025 13:23,S28,glass_break,NONE,backyard,normal
04-03-2025 13:24,S9,camera,TRIGGERED,bathroom,normal
04-03-2025 13:26,S19,temperature,18,backyard,normal
04-03-2025 13:27,S21,door,OPEN,bedroom,normal
04-03-2025 13:28,S17,motion,OFF,living_room,normal
04-03-2025 13:28,S10,motion,OFF,front_door,normal
04-03-2025 13:29,S19,glass_break,DETECTED,bedroom,anomaly
04-03-2025 13:30,S36,glass_break,NONE,backyard,normal
04-03-2025 13:31,S26,temperature,30,garage,normal
04-03-2025 13:33,S16,door,OPEN,living_room,normal
04-03-2025 13:34,S38,window,CLOSED,garage,normal
04-03-2025 13:35,S15,window,CLOSED,bathroom,normal
04-03-2025 13:36,S1,window,CLOSED,kitchen,normal
04-03-2025 13:36,S49,camera,TRIGGERED,backyard,normal
04-03-2025 13:38,S3,glass_break,NONE,garage,normal
04-03-2025 13:39,S27,door,OPEN,kitchen,normal
04-03-2025 13:39,S36,window,OPEN,garage,normal
04-03-2025 13:40,S22,glass_break,NONE,bedroom,normal
04-03-2025 13:42,S4,temperature,17,living_room,normal
04-03-2025 13:43,S10,camera,TRIGGERED,kitchen,normal
04-03-2025 13:44,S4,temperature,29,backyard,normal
04-03-2025 13:44,S25,motion,ON,backyard,normal
04-03-2025 13:44,S46,temperature,17,garage,normal
04-03-2025 13:45,S21,window,OPEN,garage,normal
04-03-2025 13:46,S19,temperature,20,kitchen,normal
04-03-2025 13:46,S41,motion,OFF,garage,normal
04-03-2025 13:46,S41,temperature,19,garage,normal
04-03-2025 13:47,S29,motion,ON,garage,normal
04-03-2025 13:48,S38,motion,OFF,front_door,normal
04-03-2025 13:49,S40,door,CLOSED,living_room,normal
04-03-2025 13:49,S49,temperature,20,kitchen,normal
04-03-2025 13:50,S28,camera,TRIGGERED,bedroom,normal
04-03-2025 13:53,S22,temperature,23,bathroom,normal
04-03-2025 13:53,S17,glass_break,NONE,living_room,normal
04-03-2025 13:56,S38,temperature,23,front_door,normal
04-03-2025 13:56,S24,window,CLOSED,kitchen,normal
04-03-2025 13:57,S6,window,CLOSED,bathroom,normal
04-03-2025 13:58,S16,window,OPEN,living_room,normal
04-03-2025 13:58,S35,camera,TRIGGERED,kitchen,normal
04-03-2025 13:59,S15,door,OPEN,garage,normal
04-03-2025 14:00,S17,temperature,15,living_room,normal
04-03-2025 14:00,S41,motion,OFF,bathroom,normal
04-03-2025 14:03,S2,camera,IDLE,backyard,normal
04-03-2025 14:03,S18,door,CLOSED,bedroom,normal
04-03-2025 14:04,S26,temperature,25,front_door,normal
04-03-2025 14:05,S6,door,OPEN,living_room,normal
04-03-2025 14:07,S17,camera,IDLE,front_door,normal
04-03-2025 14:07,S32,motion,ON,garage,normal
04-03-2025 14:08,S44,window,OPEN,front_door,normal
04-03-2025 14:09,S41,temperature,28,backyard,normal
04-03-2025 14:10,S16,temperature,16,kitchen,normal
04-03-2025 14:11,S5,door,OPEN,garage,normal
04-03-2025 14:11,S20,camera,TRIGGERED,kitchen,normal
04-03-2025 14:11,S34,temperature,19,living_room,normal
04-03-2025 14:13,S11,door,CLOSED,bedroom,normal
04-03-2025 14:14,S38,glass_break,NONE,bathroom,normal
04-03-2025 14:14,S3,door,OPEN,living_room,normal
04-03-2025 14:18,S29,temperature,17,garage,normal
04-03-2025 14:18,S7,door,CLOSED,bedroom,normal
04-03-2025 14:18,S10,door,OPEN,front_door,normal
04-03-2025 14:19,S31,motion,OFF,backyard,normal
04-03-2025 14:20,S42,window,CLOSED,living_room,normal
04-03-2025 14:20,S24,window,CLOSED,living_room,normal
04-03-2025 14:20,S38,glass_break,DETECTED,front_door,anomaly
04-03-2025 14:21,S23,camera,IDLE,front_door,normal
04-03-2025 14:21,S6,camera,TRIGGERED,bedroom,normal
04-03-2025 14:23,S35,glass_break,DETECTED,backyard,anomaly
04-03-2025 14:24,S29,camera,TRIGGERED,bedroom,normal
04-03-2025 14:27,S42,camera,TRIGGERED,kitchen,normal
04-03-2025 14:29,S39,window,CLOSED,front_door,normal
04-03-2025 14:32,S1,temperature,20,backyard,normal
04-03-2025 14:33,S36,door,CLOSED,kitchen,normal
04-03-2025 14:36,S6,camera,IDLE,front_door,normal
04-03-2025 14:39,S17,motion,ON,bathroom,normal
04-03-2025 14:39,S25,temperature,22,kitchen,normal
04-03-2025 14:40,S7,motion,OFF,front_door,normal
04-03-2025 14:40,S31,glass_break,DETECTED,living_room,anomaly
04-03-2025 14:41,S43,camera,IDLE,kitchen,normal
04-03-2025 14:42,S28,camera,TRIGGERED,bedroom,normal
04-03-2025 14:43,S11,motion,OFF,kitchen,normal
04-03-2025 14:45,S10,door,CLOSED,garage,normal
04-03-2025 14:46,S6,window,OPEN,bathroom,normal
04-03-2025 14:47,S28,camera,TRIGGERED,bathroom,normal
04-03-2025 14:48,S41,camera,TRIGGERED,backyard,normal
04-03-2025 14:51,S37,camera,TRIGGERED,backyard,normal
04-03-2025 14:52,S47,window,CLOSED,kitchen,normal
04-03-2025 14:52,S16,window,OPEN,backyard,normal
04-03-2025 14:52,S24,door,CLOSED,living_room,normal
04-03-2025 14:52,S25,motion,ON,kitchen,normal
04-03-2025 14:53,S20,temperature,19,bedroom,normal
04-03-2025 14:54,S47,window,OPEN,backyard,normal
04-03-2025 14:55,S32,door,OPEN,living_room,normal
04-03-2025 14:55,S30,glass_break,NONE,bathroom,normal
04-03-2025 14:55,S50,glass_break,NONE,kitchen,normal
04-03-2025 14:56,S47,window,OPEN,bathroom,normal
04-03-2025 14:57,S21,motion,OFF,kitchen,normal
04-03-2025 14:58,S11,door,CLOSED,front_door,normal
04-03-2025 14:59,S24,door,OPEN,front_door,normal
04-03-2025 14:59,S1,glass_break,NONE,bedroom,normal
04-03-2025 15:00,S30,camera,IDLE,bedroom,normal
04-03-2025 15:01,S16,camera,TRIGGERED,bathroom,normal
04-03-2025 15:01,S13,camera,TRIGGERED,kitchen,normal
04-03-2025 15:01,S35,window,OPEN,living_room,normal
04-03-2025 15:02,S50,motion,OFF,backyard,normal
04-03-2025 15:02,S44,glass_break,DETECTED,front_door,anomaly
04-03-2025 15:03,S24,temperature,19,bedroom,normal
04-03-2025 15:03,S44,glass_break,DETECTED,kitchen,anomaly
04-03-2025 15:03,S48,motion,OFF,living_room,normal
04-03-2025 15:03,S47,window,OPEN,garage,normal
04-03-2025 15:05,S14,door,CLOSED,living_room,normal
04-03-2025 15:06,S18,door,CLOSED,living_room,normal
04-03-2025 15:07,S9,window,OPEN,bathroom,normal
04-03-2025 15:07,S25,motion,OFF,bedroom,normal
04-03-2025 15:07,S40,door,CLOSED,living_room,normal
04-03-2025 15:08,S35,temperature,24,living_room,normal
04-03-2025 15:08,S49,motion,OFF,backyard,normal
04-03-2025 15:11,S2,camera,IDLE,bedroom,normal
04-03-2025 15:11,S21,window,CLOSED,kitchen,normal
04-03-2025 15:12,S24,motion,ON,bathroom,normal
04-03-2025 15:12,S43,glass_break,DETECTED,kitchen,anomaly
04-03-2025 15:14,S15,window,OPEN,backyard,normal
04-03-2025 15:14,S15,motion,OFF,bedroom,normal
04-03-2025 15:15,S19,motion,OFF,garage,normal
04-03-2025 15:15,S34,door,OPEN,living_room,normal
04-03-2025 15:15,S14,window,OPEN,garage,normal
04-03-2025 15:16,S43,motion,OFF,garage,normal
